ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,9.01,12.59,23.95,1505.08,32.98,-19.59,52.57,25.97,-6.66,25.97,-11.02,136,20,5,48.81,53,16,53,18.00,15.00,259.04,1318.78,259.04,1059.74,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,20.06,12.51,36.36,623.56,38.27,3.86,34.41,25.58,24.74,27.32,12.10,541,216,1,132.82,363,37,332,67.00,215.00,905.35,2235.01,905.35,1329.66,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,9.24,12.13,26.41,1247.17,31.16,-14.75,45.91,24.40,-3.28,24.40,-6.90,281,71,3,82.96,155,28,155,47.00,68.00,510.63,1339.04,510.63,828.41,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,8.07,14.60,35.25,1019.86,27.09,-14.32,41.41,17.51,-0.01,19.93,-5.24,73,24,0,112.37,52,1,51,2.00,24.00,141.95,1236.75,141.95,1094.80,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,24.87,15.96,38.17,902.59,46.65,4.83,41.81,14.11,34.01,35.49,13,53,17,0,105.16,31,2,4,27.00,17.00,103.74,2514.45,103.74,2410.71,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,24.87,15.96,38.17,902.59,46.65,4.83,41.81,14.11,34.01,35.49,13,53,17,0,105.16,31,2,4,27.00,17.00,103.74,2514.45,103.74,2410.71,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,24.87,15.96,38.17,902.59,46.65,4.83,41.81,14.11,34.01,35.49,13,53,17,0,105.16,31,2,4,27.00,17.00,103.74,2514.45,103.74,2410.71,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,24.87,15.96,38.17,902.59,46.65,4.83,41.81,14.11,34.01,35.49,13,53,17,0,105.16,31,2,4,27.00,17.00,103.74,2514.45,103.74,2410.71,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,15.37,13.38,33.86,913.45,34.39,-5.12,39.51,24.88,3.99,26.23,3.28,301,55,2,83.84,153,9,151,10.00,53.00,543.47,1877.25,543.47,1333.78,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,15.73,13.37,33.13,951.19,35.06,-5.31,40.37,27.10,3.73,27.10,3.28,272,50,2,85.45,143,8,143,8.00,48.00,495.71,1907.18,495.71,1411.47,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,23.52,8.38,40.23,432.90,33.40,12.59,20.82,27.30,17.41,27.30,17.41,1200,313,3,105.36,734,19,734,19.00,310.00,1647.69,2445.47,1647.69,797.78,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24505,104,36,17.34,13.60,31.28,1076.36,38.02,-5.47,43.49,30.22,3.62,30.22,3.48,201,42,0,95.40,122,4,122,4.00,42.00,374.82,2036.53,374.82,1661.71,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24054,98.91,17.71,26.89,9.27,52.41,293.16,35.25,17.56,17.69,27.59,24.53,30,22.79,1006,239,0,92.91,482,9,383,16.00,239.00,1461.78,2604.52,1461.78,1142.75,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
23194,97.83,19.33,26.93,9.34,47.56,365.23,36.41,16.78,19.64,28.99,23.30,30.78,21.73,1079,223,0,98.81,632,12,323,22.00,223.00,1534.56,2606.15,1534.56,1071.59,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
26453,118.67,32.17,16.58,9,27.25,885.15,33,-0.02,33.02,24.98,5.28,27.29,5.28,1103,246,19,73.49,526,80,526,80.00,227.00,1557.73,1976.45,1557.73,418.72,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20623,116.49,32.02,17.09,9.99,29.16,884.90,34.01,-0.25,34.26,25.68,5.77,27.77,5.77,1016,184,16,67.73,470,68,468,68.00,168.00,1471.96,2016.97,1471.96,545.01,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24524,118.20,33.25,16.05,9.47,27.79,913.78,33.10,-0.96,34.06,26.09,6.70,27.24,4.41,853,236,16,85.99,450,59,442,73.00,220.00,1297.29,1933.50,1297.29,636.21,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24525,118.25,33.30,16.05,9.47,27.79,913.78,33.10,-0.96,34.06,26.09,6.70,27.24,4.41,853,236,16,85.99,450,59,442,73.00,220.00,1297.29,1933.50,1297.29,636.21,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
28899,118.10,31.09,17.17,8.60,26.45,853.41,33.48,0.98,32.50,24.97,6.28,27.48,6.28,1366,272,21,72.18,671,80,613,80.00,251.00,1788.83,2023.25,1788.83,234.42,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
29079,118.42,32.85,16.10,9.74,28.69,899.47,33.05,-0.89,33.95,27.04,6.79,27.04,4.61,926,242,15,82.18,464,61,464,73.00,227.00,1377.86,1937.59,1377.86,559.73,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
26586,70.10,30.10,21.15,14.36,38.27,817.52,40.84,3.31,37.53,11.60,29.18,30.81,10.47,95,28,0,99.10,41,2,7,41.00,28.00,183.39,2306.56,183.39,2123.17,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26583,94.08,22.92,27.13,10.41,42.26,525.97,38.71,14.08,24.63,30.50,22.28,32.62,19.93,1346,325,0,110.62,899,8,330,12.00,325.00,1772.64,2614.23,1772.64,841.59,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
23192,100.23,18.93,27.08,9.36,49.06,326.41,36.19,17.12,19.07,29.07,24.25,30.32,22.47,1154,235,0,94.21,649,15,382,23.00,235.00,1605.75,2612.22,1605.75,1006.47,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
28737,88.50,46.62,9.01,12.59,23.95,1505.08,32.98,-19.59,52.57,25.97,-6.66,25.97,-11.02,136,20,5,48.81,53,16,53,18.00,15.00,259.04,1318.78,259.04,1059.74,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
28110,111.58,42.01,9.24,12.13,26.41,1247.17,31.16,-14.75,45.91,24.40,-3.28,24.40,-6.90,281,71,3,82.96,155,28,155,47.00,68.00,510.63,1339.04,510.63,828.41,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26568,82.33,28,23.77,14,40.67,684.13,41.27,6.84,34.43,29.67,17.27,31.31,14.49,943,282,0,142.63,783,3,562,8.00,282.00,1396.06,2458.80,1396.06,1062.73,0.00,C:EU,In,In,In,Out,In,Out,Out,Out,Out,Out,Out
26596,69,29,24.87,15.96,38.17,902.59,46.65,4.83,41.81,14.11,34.01,35.49,13,53,17,0,105.16,31,2,4,27.00,17.00,103.74,2514.45,103.74,2410.71,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
24470,110.70,32.10,20.24,12.47,33.07,897.49,38.63,0.93,37.70,28.66,12.94,31.02,8.83,621,105,5,62.46,262,31,220,78.00,100.00,1013.71,2247.15,1013.71,1233.44,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
26500,103.42,36.47,16.56,14.01,32.97,1037.19,36.80,-5.69,42.49,28.91,3.18,28.91,3.18,197,44,0,99.40,124,2,124,2.00,44.00,367.84,1974.84,367.84,1607.00,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
20625,114,37,15.95,12.76,29.86,1090.61,37.46,-5.29,42.74,27.17,6.19,29.53,1.89,361,109,2,99.86,217,15,210,18.00,107.00,639.42,1925.31,639.42,1285.89,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
20968,89,46,9.06,13.20,23.64,1578.74,34.33,-21.51,55.84,26.87,-6.85,26.87,-12.25,138,21,4,48.18,56,18,56,21.00,17.00,262.68,1323.18,262.68,1060.50,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26478,88,47,10.93,11.26,22.62,1497.54,33.26,-16.51,49.77,25.41,-5.04,27.50,-8.93,149,23,5,47.51,57,21,55,24.00,18.00,282.60,1489.25,282.60,1206.65,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26477,87.48,46.42,7.18,11.38,21.28,1554.80,30.85,-22.60,53.45,25.05,-8.45,25.05,-13.55,175,26,4,49.67,66,19,66,21.00,22.00,329.11,1160.54,329.11,831.44,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
20973,89,46,9.06,13.20,23.64,1578.74,34.33,-21.51,55.84,26.87,-6.85,26.87,-12.25,138,21,4,48.18,56,18,56,21.00,17.00,262.68,1323.18,262.68,1060.50,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
20975,88.51,46.67,9.66,12.67,23.44,1558.21,34.11,-19.92,54.03,24.86,-6.69,27.06,-11.16,135,20,4,46.98,51,17,50,19.00,16.00,257.22,1376.19,257.22,1118.97,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
23193,103.25,23.58,22.75,9.82,39.96,559.26,34.18,9.60,24.58,27.82,17.58,27.82,15.13,804,189,5,108.18,539,17,539,20.00,184.00,1240.98,2402.85,1240.98,1161.87,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24499,109,34,18.91,13.10,32.32,1004.94,38.38,-2.16,40.54,31.20,6.42,31.20,6.26,382,68,3,65.82,176,16,176,32.00,65.00,672.11,2154.44,672.11,1482.34,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20927,109.30,34.10,18.79,12.89,32.17,991.40,37.96,-2.11,40.07,30.79,6.36,30.79,6.16,401,74,3,66.93,189,17,189,35.00,71.00,701.29,2145.74,701.29,1444.45,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24596,103.67,36.12,17.63,13.68,31.79,1052.02,38.12,-4.90,43.02,30.19,4.09,30.19,4.09,205,42,1,92.16,122,6,122,6.00,41.00,381.79,2058.96,381.79,1677.17,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
20925,109.30,34.10,18.79,12.89,32.17,991.40,37.96,-2.11,40.07,30.79,6.36,30.79,6.16,401,74,3,66.93,189,17,189,35.00,71.00,701.29,2145.74,701.29,1444.45,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24511,121,32,16.12,8.14,26.16,852.26,31.46,0.33,31.13,26.19,6.59,26.19,5.21,1148,208,22,65.25,502,77,502,77.00,186.00,1600.18,1939.22,1600.18,339.03,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24059,99.70,18.26,27.37,9.24,50.57,310.20,35.96,17.69,18.27,29.06,25.06,30.51,23.08,1175,253,0,92.85,607,14,413,22.00,253.00,1625.06,2623.72,1625.06,998.67,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
20978,102.80,36.60,12.87,13.40,35.14,887.72,31.52,-6.62,38.14,23.62,1.27,23.62,1.27,244,55,0,99.72,149,3,149,3.00,55.00,448.72,1661.77,448.72,1213.05,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
20985,102.90,36.30,16.89,14.33,32.93,1044.87,37.59,-5.92,43.50,29.43,3.80,29.43,3.28,219,46,1,95.23,129,4,129,4.00,45.00,406.01,2001.17,406.01,1595.16,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
