ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,6.70,11.91,22.51,1522.61,30.26,-22.66,52.93,21.94,-11.07,23.89,-13.32,157,25,5,45.06,67,18,60,20.00,20.00,296.99,1120.17,296.99,823.18,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,17.61,12.14,35.67,707.65,34.73,0.69,34.04,24.49,13.11,25.92,8.64,491,75,11,51.03,204,67,196,102.00,64.00,834.64,2057.42,834.64,1222.79,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,7.87,12.07,24.95,1295.26,30.15,-18.23,48.38,23.15,-0.24,23.15,-8.87,319,84,3,98.04,201,24,201,34.00,81.00,572.66,1219.49,572.66,646.83,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,10.08,14.14,31.53,1155.17,30.30,-14.54,44.84,23.74,1.29,23.74,-4.64,81,32,0,137.01,67,0,67,0.00,32.00,157.09,1413.49,157.09,1256.40,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,24.32,15.67,38.44,913.17,45.31,4.54,40.78,33.27,24.64,34.91,12.41,116,41,0,109.35,55,6,54,33.00,41.00,222.40,2487.22,222.40,2264.83,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,24.32,15.67,38.44,913.17,45.31,4.54,40.78,33.27,24.64,34.91,12.41,116,41,0,109.35,55,6,54,33.00,41.00,222.40,2487.22,222.40,2264.83,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,24.32,15.67,38.44,913.17,45.31,4.54,40.78,33.27,24.64,34.91,12.41,116,41,0,109.35,55,6,54,33.00,41.00,222.40,2487.22,222.40,2264.83,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,24.32,15.67,38.44,913.17,45.31,4.54,40.78,33.27,24.64,34.91,12.41,116,41,0,109.35,55,6,54,33.00,41.00,222.40,2487.22,222.40,2264.83,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,16.59,13.27,31.38,1040.90,36.67,-5.61,42.28,29.08,4.24,29.08,3.05,305,63,0,92.98,169,0,169,2.00,63.00,549.99,1977.25,549.99,1427.26,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,16.52,13.25,30.82,1068.76,36.76,-6.22,42.97,29.41,3.66,29.41,2.70,289,65,0,96.51,166,0,166,1.00,65.00,523.82,1971.63,523.82,1447.80,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,22.67,7.74,40.08,441.18,31.80,12.49,19.31,26.29,17.81,26.62,16.63,1203,258,5,84.72,654,32,597,40.00,253.00,1650.38,2398.29,1650.38,747.90,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24505,104,36,16.96,13.44,29.12,1182.19,38.42,-7.75,46.17,31.15,2.57,31.15,1.76,229,66,0,109.24,149,0,149,1.00,66.00,423.18,2006.72,423.18,1583.54,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24054,98.91,17.71,25.61,8.98,52.41,294.80,33.19,16.05,17.14,26.99,21.32,28.54,21.32,886,203,3,86.30,450,20,291,20.00,200.00,1334.20,2549.23,1334.20,1215.03,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
23194,97.83,19.33,26.04,9.50,46.13,432.40,36,15.41,20.59,28.99,19.82,30.15,19.82,935,185,5,82.34,440,25,292,25.00,180.00,1387.52,2568.48,1387.52,1180.96,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
26453,118.67,32.17,15.34,9.45,26.43,976.24,32.76,-2.98,35.74,26.16,4.84,27.31,3.05,837,207,14,77.65,432,73,425,75.00,193.00,1279.11,1874.74,1279.11,595.64,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20623,116.49,32.02,15.89,10.45,27.98,1003.18,34.16,-3.18,37.34,28.13,4.44,28.13,3.21,761,163,14,71.37,375,63,375,65.00,149.00,1190.03,1920.38,1190.03,730.34,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24524,118.20,33.25,14.95,10,26.95,1008.32,33.03,-4.07,37.10,25.87,4.33,27.32,2.23,652,195,12,99.52,401,47,379,64.00,183.00,1054.18,1841.92,1054.18,787.75,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24525,118.25,33.30,14.95,10,26.95,1008.32,33.03,-4.07,37.10,25.87,4.33,27.32,2.23,652,195,12,99.52,401,47,379,64.00,183.00,1054.18,1841.92,1054.18,787.75,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
28899,118.10,31.09,15.79,9.03,26.16,953.17,32.60,-1.90,34.50,27.51,3.75,27.51,3.75,1053,189,15,64.60,487,84,487,84.00,174.00,1509.04,1912.14,1509.04,403.10,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
29079,118.42,32.85,14.96,10.23,27.71,992.89,32.97,-3.95,36.91,25.79,4.39,27.11,2.43,699,198,12,92.87,415,49,383,65.00,186.00,1113.97,1842.77,1113.97,728.80,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
