ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,7.17,11.23,22.12,1429.51,30.01,-20.75,50.76,16.48,-11.71,23.52,-11.71,314,53,11,42.20,122,45,93,45.00,42.00,564.59,1159.70,564.59,595.11,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,23.68,13.03,29.08,1076.73,46.74,1.92,44.82,34.85,24.34,36.61,10.12,217,94,0,165.43,203,0,144,7.00,94.00,402.57,2454.03,402.57,2051.46,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,8.81,11.90,24.85,1286.44,32.03,-15.85,47.88,24.48,-4.25,24.48,-7.87,266,48,10,59.41,113,40,113,45.00,38.00,485.72,1301.22,485.72,815.50,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,10.66,14.19,30.01,1209.27,32.71,-14.57,47.28,25.08,-3.83,25.08,-4.90,104,40,0,139.65,90,0,90,0.00,40.00,200.18,1465.16,200.18,1264.98,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,23.23,14.66,32.82,1059.75,46.77,2.09,44.69,34.09,13.09,36.07,9.98,182,69,0,145.85,135,8,129,16.00,69.00,341.49,2429.70,341.49,2088.21,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,23.23,14.66,32.82,1059.75,46.77,2.09,44.69,34.09,13.09,36.07,9.98,182,69,0,145.85,135,8,129,16.00,69.00,341.49,2429.70,341.49,2088.21,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,23.23,14.66,32.82,1059.75,46.77,2.09,44.69,34.09,13.09,36.07,9.98,182,69,0,145.85,135,8,129,16.00,69.00,341.49,2429.70,341.49,2088.21,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,23.23,14.66,32.82,1059.75,46.77,2.09,44.69,34.09,13.09,36.07,9.98,182,69,0,145.85,135,8,129,16.00,69.00,341.49,2429.70,341.49,2088.21,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,19.35,17.19,33.32,1230.25,44.56,-7.02,51.58,34.05,4.58,34.05,3.22,52,14,0,87.34,32,0,32,0.00,14.00,101.82,2185.87,101.82,2084.05,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
