ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,8.19,12.10,22.89,1527.83,32.05,-20.79,52.84,18.89,-8.28,25.55,-11.88,159,29,6,47.13,54,24,40,25.00,23.00,300.58,1247.14,300.58,946.56,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,18.87,9.13,30.26,588.25,33.82,3.64,30.18,23.37,11.54,25.60,11.11,1437,416,15,118.72,1032,75,563,95.00,401.00,1844.60,2151.55,1844.60,306.95,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,9.93,12.89,25.17,1377.58,35.32,-15.90,51.21,26.93,10.60,26.93,-7.63,153,28,3,64.46,63,17,63,36.00,25.00,289.81,1400.15,289.81,1110.34,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,12.40,15.90,32.15,1247.80,35.61,-13.85,49.46,27.27,1.10,27.27,-3.35,13,8,0,114.80,11,0,11,0.00,8.00,25.78,1620.19,25.78,1594.41,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,24.18,12.82,34.23,809.66,42.24,4.78,37.46,32.63,24.79,32.63,13.18,234,80,1,136.28,166,8,166,33.00,79.00,431.72,2480.10,431.72,2048.38,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,24.18,12.82,34.23,809.66,42.24,4.78,37.46,32.63,24.79,32.63,13.18,234,80,1,136.28,166,8,166,33.00,79.00,431.72,2480.10,431.72,2048.38,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,24.18,12.82,34.23,809.66,42.24,4.78,37.46,32.63,24.79,32.63,13.18,234,80,1,136.28,166,8,166,33.00,79.00,431.72,2480.10,431.72,2048.38,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,24.18,12.82,34.23,809.66,42.24,4.78,37.46,32.63,24.79,32.63,13.18,234,80,1,136.28,166,8,166,33.00,79.00,431.72,2480.10,431.72,2048.38,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,20.22,17.85,34.26,1220.71,45.82,-6.29,52.11,33.49,11.44,34.75,4.39,26,8,0,83.91,16,0,12,0.00,8.00,51.35,2245.81,51.35,2194.46,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,20.15,17.74,33.65,1248.37,45.89,-6.83,52.73,33.43,10.90,35.08,4.06,26,9,0,89.15,18,0,14,0.00,9.00,51.35,2241.10,51.35,2189.75,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,25.25,10.18,40.60,516.74,38.15,13.08,25.08,29.96,19.23,30.16,18.27,808,192,1,106.24,487,18,446,18.00,191.00,1245.65,2532.57,1245.65,1286.93,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24505,104,36,20.59,17.70,31.70,1364.48,47.65,-8.18,55.83,35.23,10.30,36.95,3.17,23,9,0,92.99,16,0,14,0.00,9.00,45.47,2270.40,45.47,2224.93,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24054,98.91,17.71,27.25,10.76,51.60,329.33,37.54,16.69,20.85,29.36,23.93,30.45,22.45,659,130,1,87.13,342,10,148,14.00,129.00,1063.20,2619.00,1063.20,1555.80,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
23194,97.83,19.33,27.62,11.09,46.11,473.82,39.90,15.85,24.05,31.65,26.18,32.04,20.96,634,148,0,96.95,359,7,292,14.00,148.00,1030.78,2633.41,1030.78,1602.62,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
26453,118.67,32.17,18.12,10.99,28.50,1039.21,37.36,-1.18,38.55,28.76,7.20,30.71,4.83,569,127,4,91.88,345,26,291,26.00,123.00,943.93,2096.20,943.93,1152.27,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20623,116.49,32.02,18.85,11.93,29.53,1072.13,38.69,-1.70,40.40,29.55,8.27,31.73,5.13,496,101,1,83.87,239,12,221,13.00,100.00,841.81,2150.10,841.81,1308.29,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24524,118.20,33.25,17.73,11.31,28.22,1075.35,37.84,-2.22,40.07,28.57,6.76,30.85,4.01,478,133,3,114.26,337,13,286,17.00,130.00,815.86,2066.63,815.86,1250.76,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24525,118.25,33.30,17.73,11.31,28.22,1075.35,37.84,-2.22,40.07,28.57,6.76,30.85,4.01,478,133,3,114.26,337,13,286,17.00,130.00,815.86,2066.63,815.86,1250.76,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
28899,118.10,31.09,18.56,10.89,28.60,1011.06,37.65,-0.43,38.08,29.01,8.19,30.78,5.60,703,118,2,75.05,340,29,320,29.00,116.00,1118.97,2128.92,1118.97,1009.95,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
29079,118.42,32.85,17.71,11.56,29.09,1057.19,37.65,-2.10,39.75,28.40,6.78,30.55,4.20,505,132,3,106.91,343,16,282,19.00,129.00,854.67,2065.10,854.67,1210.42,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
26586,70.10,30.10,20.03,10.82,32.69,726.94,36.04,2.93,33.11,27.69,20.92,27.69,10.18,370,107,6,112.95,229,25,229,57.00,101.00,653.48,2232.97,653.48,1579.49,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26583,94.08,22.92,26.99,12.73,35.88,837.40,45.42,9.94,35.48,34.84,18.77,35.77,16.17,609,126,0,91.32,311,2,220,7.00,126.00,997.82,2608.59,997.82,1610.77,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
23192,100.23,18.93,27.46,10.56,46.54,395.15,38.96,16.27,22.69,30.64,21.91,30.99,21.91,887,190,2,93.19,520,14,372,14.00,188.00,1335.30,2627.24,1335.30,1291.93,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
28737,88.50,46.62,8.19,12.10,22.89,1527.83,32.05,-20.79,52.84,18.89,-8.28,25.55,-11.88,159,29,6,47.13,54,24,40,25.00,23.00,300.58,1247.14,300.58,946.56,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
