ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,7.04,11.78,19.97,1508.47,37.83,-21.15,58.98,15.96,-2.58,24.92,-12.08,321,39,18,20.91,99,66,81,74.00,21.00,575.88,1148.71,575.88,572.83,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,19.94,10.22,30.52,676.25,37.85,4.36,33.49,26.77,15.48,28.61,12.14,1420,446,14,121.68,1019,110,872,153.00,432.00,1831.49,2226.84,1831.49,395.36,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,6.61,12.02,21.13,1366.25,37.79,-19.10,56.88,23.70,-7.11,23.70,-10.08,325,76,3,86.83,191,26,191,38.00,73.00,582.31,1112.66,582.31,530.35,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,9.29,17.17,30.21,1241.45,39.56,-17.27,56.83,15.94,-0.95,24.39,-5.54,15,7,0,93.08,10,0,10,0.00,7.00,29.73,1343.45,29.73,1313.72,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,25.10,13.97,31.45,942.40,49.76,5.33,44.43,35.10,20.83,36.85,13.55,188,79,0,137.64,124,9,122,29.00,79.00,352.06,2525.49,352.06,2173.42,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,25.10,13.97,31.45,942.40,49.76,5.33,44.43,35.10,20.83,36.85,13.55,188,79,0,137.64,124,9,122,29.00,79.00,352.06,2525.49,352.06,2173.42,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,25.10,13.97,31.45,942.40,49.76,5.33,44.43,35.10,20.83,36.85,13.55,188,79,0,137.64,124,9,122,29.00,79.00,352.06,2525.49,352.06,2173.42,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,25.10,13.97,31.45,942.40,49.76,5.33,44.43,35.10,20.83,36.85,13.55,188,79,0,137.64,124,9,122,29.00,79.00,352.06,2525.49,352.06,2173.42,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,20.43,17.58,30.74,1215.33,51.91,-5.30,57.21,34.12,5.57,35.56,5.57,66,15,0,88.38,42,0,35,0.00,15.00,128.63,2259.83,128.63,2131.20,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,20.48,17.63,30.46,1250.51,51.84,-6.04,57.88,34.29,5.48,36.12,5.22,53,13,0,89.91,35,0,28,0.00,13.00,103.74,2263.15,103.74,2159.41,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,23.35,9.23,27.19,655.16,44.26,10.31,33.95,30.61,15.99,30.61,15.99,1007,241,2,102.60,646,13,646,13.00,239.00,1462.80,2436.27,1462.80,973.47,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24505,104,36,20.22,17.15,28.64,1349.76,51.91,-7.96,59.88,35.11,8.92,37.02,3.74,48,15,0,100.18,34,0,30,0.00,15.00,94.11,2245.81,94.11,2151.70,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24054,98.91,17.71,28.05,10.70,35.50,489.68,46.67,16.53,30.14,32.26,24.48,32.56,22.69,706,143,0,89.43,366,3,339,6.00,143.00,1122.71,2649.56,1122.71,1526.85,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
23194,97.83,19.33,27.53,10.23,33.09,541.24,46.31,15.40,30.91,32.79,22.96,32.79,21.34,879,220,0,111.68,559,9,559,13.00,220.00,1326.43,2629.95,1326.43,1303.51,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
26453,118.67,32.17,17.80,9.69,21.42,1083.22,44.62,-0.61,45.23,31.66,5.11,31.66,5.11,892,215,20,73.80,431,66,431,66.00,195.00,1340.82,2071.98,1340.82,731.16,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20623,116.49,32.02,18.29,10.78,23.44,1066.01,45.14,-0.83,45.97,31.85,5.66,31.85,5.66,892,168,14,63.43,398,55,398,55.00,154.00,1340.82,2108.93,1340.82,768.11,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24524,118.20,33.25,17.53,10.51,22.50,1114.21,45.01,-1.70,46.70,30.21,6.80,31.88,4.38,672,212,11,97.35,388,41,353,56.00,201.00,1079.85,2051.26,1079.85,971.41,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24525,118.25,33.30,17.53,10.51,22.50,1114.21,45.01,-1.70,46.70,30.21,6.80,31.88,4.38,672,212,11,97.35,388,41,353,56.00,201.00,1079.85,2051.26,1079.85,971.41,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
28899,118.10,31.09,18.23,9.15,20.86,1044.22,44.48,0.59,43.89,25.63,6.05,31.53,6.05,1233,235,19,65.45,577,74,529,74.00,216.00,1677.00,2104.45,1677.00,427.45,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
29079,118.42,32.85,17.52,10.74,23.09,1099.05,44.93,-1.59,46.52,30.10,6.83,31.63,4.56,735,225,13,93.82,408,44,379,57.00,212.00,1158.52,2050.48,1158.52,891.97,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
26586,70.10,30.10,21.28,12.15,29.76,880.93,44.50,3.65,40.84,31.03,21.17,32.41,10.78,254,107,4,128.59,148,24,143,49.00,103.00,465.60,2314.77,465.60,1849.17,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26583,94.08,22.92,28.61,10.60,31.80,629.55,47.86,14.53,33.33,34.93,21.60,34.93,20.94,1190,294,0,118.36,816,12,816,16.00,294.00,1638.68,2669.66,1638.68,1030.98,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
