ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,8.72,12.10,23.66,1457.31,32.10,-19.06,51.17,23.47,-6.46,25.40,-10.54,186,27,7,34.62,60,29,58,31.00,20.00,348.55,1293.33,348.55,944.79,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,25.68,12.15,28.63,906.89,47.57,5.12,42.45,34.17,32.11,36.42,13.91,533,174,0,141.42,425,8,251,24.00,174.00,894.19,2552.41,894.19,1658.22,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,9.48,12.56,25.90,1306.44,33.24,-15.24,48.48,25.39,9.75,25.39,-7.39,203,58,3,98.66,130,15,130,30.00,55.00,378.31,1360.25,378.31,981.94,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,11.74,15,32.47,1169.25,33.13,-13.05,46.19,25.73,1.47,25.73,-3.08,38,15,0,122.31,31,0,31,0.00,15.00,74.75,1561.51,74.75,1486.76,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,24.53,14.94,34.91,938.52,46.88,4.07,42.80,33.53,15.30,35.45,12.20,160,52,0,121.73,106,14,99,23.00,52.00,302.37,2497.76,302.37,2195.39,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,24.53,14.94,34.91,938.52,46.88,4.07,42.80,33.53,15.30,35.45,12.20,160,52,0,121.73,106,14,99,23.00,52.00,302.37,2497.76,302.37,2195.39,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,24.53,14.94,34.91,938.52,46.88,4.07,42.80,33.53,15.30,35.45,12.20,160,52,0,121.73,106,14,99,23.00,52.00,302.37,2497.76,302.37,2195.39,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,24.53,14.94,34.91,938.52,46.88,4.07,42.80,33.53,15.30,35.45,12.20,160,52,0,121.73,106,14,99,23.00,52.00,302.37,2497.76,302.37,2195.39,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,20.05,16.84,34.34,1164.04,43.16,-5.86,49.02,33.78,11.35,33.78,4.84,90,27,0,121.49,67,0,67,1.00,27.00,174.03,2234.33,174.03,2060.30,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,20,16.81,33.86,1191.79,43.29,-6.33,49.63,34.12,10.82,34.12,4.56,83,26,0,125.10,64,0,64,0.00,26.00,160.86,2230.93,160.86,2070.07,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,25.16,9.52,40.70,473.12,36.54,13.15,23.39,28.79,19.47,29.32,18.38,919,249,3,109.26,571,15,488,16.00,246.00,1370.30,2528.33,1370.30,1158.03,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
