ID,longitude,latitude,bio1:TMeanY,bio2:TMeanRngD,bio3:TIso,bio4:TSeason,bio5:TMaxWarmM,bio6:TMinColdM,bio7:TRngY,bio8:TMeanWetQ,bio9:TMeanDryQ,bio10:TMeanWarmQ,bio11:TMeanColdQ,bio12:PTotY,bio13:PWetM,bio14:PDryM,bio15:PSeason,bio16:PWetQ,bio17:PDryQ,bio18:PWarmQ,bio19:PColdQ,bioX0:PDiffWetDryM,bioX1:NPP,bioX2:NPPt,bioX3:NPPp,bioX4:NPPtSlack,bioX5:NPPpSlack,Z:Continent,Z:AsiaFocus,Z:ExtendedFocus,Rectangle:NorthEast,Rectangle:SouthEast,Rectangle:SouthWest,Rectangle:NorthWest,Rectangle:NorthMid,Rectangle:ExtensionNorthEast,Rectangle:ExtensionNorthMid,Rectangle:ExtensionKorea,Rectangle:ExtensionWest
enabled_col,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
28736,88.50,46.62,5.79,12.34,24.59,1419.28,28.69,-21.47,50.16,-10.48,20.32,22.09,-12.64,304,45,7,40.04,100,42,48,92.00,38.00,548.36,1045.26,548.36,496.90,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
27706,77.05,30.88,20.26,10.44,33.43,539.13,36.35,5.13,31.22,23.26,15.39,26.69,13.23,1369,484,8,137.44,1065,73,574,106.00,476.00,1791.24,2248.50,1791.24,457.26,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
28734,111.55,42,5.70,13.24,27.72,1246.85,28.20,-19.56,47.76,20.48,-7.33,20.48,-10.44,230,49,2,82.94,129,13,129,20.00,47.00,424.89,1037.98,424.89,613.09,0.00,C:EU,Out,In,Out,Out,Out,Out,Out,Out,Out,Out,In
26496,95,39.50,0.26,13.88,34.11,975.21,19.70,-21,40.70,9.33,-9.90,11.69,-12.34,117,27,0,81.88,63,5,56,15.00,27.00,224.24,650.58,224.24,426.34,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,In
26595,69,29,24.72,14.31,37.06,786.96,43.80,5.17,38.63,31.41,16.80,33.21,14.11,171,65,0,136.15,122,9,118,18.00,65.00,322.01,2507.14,322.01,2185.14,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21667,69.15,29.03,24.72,14.31,37.06,786.96,43.80,5.17,38.63,31.41,16.80,33.21,14.11,171,65,0,136.15,122,9,118,18.00,65.00,322.01,2507.14,322.01,2185.14,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21668,69.15,29.03,24.72,14.31,37.06,786.96,43.80,5.17,38.63,31.41,16.80,33.21,14.11,171,65,0,136.15,122,9,118,18.00,65.00,322.01,2507.14,322.01,2185.14,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
21669,69.15,29.03,24.72,14.31,37.06,786.96,43.80,5.17,38.63,31.41,16.80,33.21,14.11,171,65,0,136.15,122,9,118,18.00,65.00,322.01,2507.14,322.01,2185.14,0.00,C:EU,In,In,Out,Out,Out,In,Out,Out,Out,Out,Out
26498,103.47,35.47,10.02,15.23,39.01,792.87,28.08,-10.98,39.06,18.22,-0.56,18.97,-0.56,281,55,0,88.99,154,2,146,2.00,55.00,510.63,1408.15,510.63,897.52,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
26499,103.50,35.52,10.58,15.17,38.31,835.17,28.53,-11.07,39.60,18.87,-0.44,20.08,-0.62,260,52,0,89.89,145,1,138,4.00,52.00,475.68,1458.03,475.68,982.35,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24048,104.37,20.94,22.45,9.32,44.60,388.39,31.74,10.85,20.88,26.08,17.02,26.27,17.02,1170,274,2,100.08,712,17,610,17.00,272.00,1620.48,2385.60,1620.48,765.11,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24505,104,36,12.48,15.28,35.45,977.23,31.90,-11.21,43.10,22.21,-0.22,23.74,-0.57,189,47,0,99.06,116,1,113,2.00,47.00,353.82,1627.28,353.82,1273.46,0.00,C:EU,In,In,Out,Out,Out,Out,In,Out,Out,Out,Out
24054,98.91,17.71,26.60,10.17,56.64,251.01,34.93,16.98,17.95,27.13,24.97,29.41,23.29,875,174,0,88.58,400,4,196,5.00,174.00,1321.98,2592.52,1321.98,1270.54,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
23194,97.83,19.33,26.17,9.82,53.23,279.12,34.58,16.14,18.44,27.59,23.82,29.16,22.27,1197,242,1,97.30,686,9,401,12.00,241.00,1645.00,2574.17,1645.00,929.17,0.00,C:EU,In,In,Out,In,Out,Out,Out,Out,Out,Out,Out
26453,118.67,32.17,17.43,9.42,28.66,861.67,33.54,0.66,32.88,27.79,6.33,27.79,6.33,1111,250,16,68.53,507,88,507,88.00,234.00,1565.37,2043.52,1565.37,478.15,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
20623,116.49,32.02,17.69,10.23,30.38,851.77,34.27,0.60,33.67,26.03,6.63,27.91,6.63,1034,210,13,69.43,475,74,443,74.00,197.00,1490.11,2063.56,1490.11,573.45,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24524,118.20,33.25,17.06,9.97,29.26,894.76,33.73,-0.36,34.09,26.55,7.73,27.91,5.54,844,237,14,86.92,450,67,427,76.00,223.00,1287.09,2014.61,1287.09,727.52,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
24525,118.25,33.30,17.06,9.97,29.26,894.76,33.73,-0.36,34.09,26.55,7.73,27.91,5.54,844,237,14,86.92,450,67,427,76.00,223.00,1287.09,2014.61,1287.09,727.52,0.00,C:EU,In,In,In,Out,Out,Out,Out,Out,Out,Out,Out
