ID,LONG,LAT,rA,rB,rC,rD,rE,rF,rG,rH,rI,rAa,rAb,rCa,rCb,rAc,rBc,rCc,rHl,rHu
131321,70.150600,45.982570,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131322,70.797000,45.982570,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131323,71.443400,45.982570,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131324,72.089700,45.982570,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
131325,72.736100,45.982570,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
131331,76.614400,45.982570,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131332,77.260800,45.982570,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131333,77.907200,45.982570,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131334,78.553600,45.982570,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131335,79.200000,45.982570,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131336,79.846300,45.982570,2,2,0,2,3,2,0,2,2,2,2,3,0,3,3,1,2,2
131337,80.492700,45.982570,2,2,0,2,3,2,0,2,2,2,2,3,0,3,3,1,2,2
131338,81.139100,45.982570,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131339,81.785500,45.982570,2,2,0,2,3,2,0,2,2,2,2,3,0,3,3,1,2,2
131340,82.431900,45.982570,2,0,0,2,3,2,0,2,0,2,2,3,0,3,1,1,2,2
131341,83.078300,45.982570,2,3,3,2,0,2,1,3,0,2,2,3,3,3,2,2,1,3
131342,83.724600,45.982570,2,3,3,2,0,2,1,1,0,2,2,3,3,3,2,2,1,1
131343,84.371000,45.982570,2,3,3,2,0,2,1,1,0,2,2,3,3,3,2,2,1,1
131344,85.017400,45.982570,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131345,85.663800,45.982570,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131346,86.310200,45.982570,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131347,86.956600,45.982570,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131348,87.603000,45.982570,2,3,3,2,3,2,2,2,0,2,2,3,3,3,2,2,2,2
131349,88.249300,45.982570,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131350,88.895700,45.982570,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131351,89.542100,45.982570,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131352,90.188500,45.982570,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131353,90.834900,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131354,91.481300,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131355,92.127600,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131356,92.774000,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131357,93.420400,45.982570,2,3,3,2,3,2,3,3,0,2,2,3,3,3,2,2,1,3
131358,94.066800,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131359,94.713200,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131362,96.652300,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131363,97.298700,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131364,97.945100,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131367,99.884200,45.982570,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
131368,100.530600,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131370,101.823400,45.982570,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131376,105.701700,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131377,106.348100,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131378,106.994500,45.982570,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131379,107.640900,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131380,108.287200,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131381,108.933600,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131382,109.580000,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131383,110.226400,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131384,110.872800,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131385,111.519200,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131386,112.165500,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131387,112.811900,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131388,113.458300,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131389,114.104700,45.982570,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131391,115.397500,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131392,116.043800,45.982570,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131393,116.690200,45.982570,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131394,117.336600,45.982570,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131395,117.983000,45.982570,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131396,118.629400,45.982570,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131397,119.275800,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131398,119.922100,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131399,120.568500,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131400,121.214900,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131401,121.861300,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131402,122.507700,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131403,123.154100,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131404,123.800500,45.982570,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131405,124.446800,45.982570,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131406,125.093200,45.982570,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131407,125.739600,45.982570,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131408,126.386000,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131409,127.032400,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131410,127.678800,45.982570,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131411,128.325100,45.982570,2,3,1,2,3,1,0,1,3,2,2,1,1,3,2,0,1,1
131412,128.971500,45.982570,2,3,1,2,3,1,0,1,3,2,2,1,1,3,2,0,1,1
131413,129.617900,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131414,130.264300,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131415,130.910700,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131416,131.557100,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131417,132.203400,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131418,132.849800,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131419,133.496200,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131420,134.142600,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131421,134.789000,45.982570,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131422,135.435400,45.982570,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131423,136.081700,45.982570,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131424,136.728100,45.982570,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131425,137.374500,45.982570,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131877,67.503900,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131878,68.145100,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131879,68.786300,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131880,69.427500,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131881,70.068700,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131882,70.709900,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131883,71.351100,45.533410,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
131884,71.992300,45.533410,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
131885,72.633500,45.533410,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
131891,76.480700,45.533410,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131892,77.121900,45.533410,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131893,77.763100,45.533410,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131894,78.404300,45.533410,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
131895,79.045500,45.533410,2,1,3,2,3,2,2,2,2,2,2,3,3,3,0,2,2,2
131896,79.686700,45.533410,2,1,3,2,3,2,0,2,2,2,2,3,3,3,0,2,2,2
131897,80.327900,45.533410,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131898,80.969100,45.533410,2,3,3,2,3,2,1,3,0,2,2,3,3,3,2,2,1,3
131899,81.610300,45.533410,2,3,3,0,3,2,1,3,0,2,2,3,3,3,2,2,1,3
131900,82.251500,45.533410,2,0,0,2,3,2,0,2,0,2,2,3,0,3,1,1,2,2
131901,82.892700,45.533410,2,3,3,2,0,2,1,3,3,2,2,3,3,3,2,2,1,3
131902,83.533900,45.533410,2,3,3,2,0,2,1,3,3,2,2,3,3,3,2,2,1,3
131903,84.175100,45.533410,2,3,3,2,0,2,1,1,0,2,2,3,3,3,2,2,1,1
131904,84.816300,45.533410,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131905,85.457500,45.533410,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131906,86.098700,45.533410,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131907,86.739900,45.533410,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131908,87.381100,45.533410,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
131909,88.022300,45.533410,2,0,0,2,3,2,0,2,0,2,2,3,0,3,1,1,2,2
131910,88.663500,45.533410,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131911,89.304700,45.533410,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131912,89.945900,45.533410,2,3,3,2,3,2,0,2,0,2,2,3,3,3,2,2,2,2
131913,90.587100,45.533410,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
131914,91.228300,45.533410,2,3,3,1,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131915,91.869500,45.533410,2,3,3,1,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131916,92.510700,45.533410,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131917,93.151900,45.533410,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131918,93.793100,45.533410,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
131919,94.434300,45.533410,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
131920,95.075500,45.533410,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131921,95.716700,45.533410,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131922,96.357900,45.533410,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131923,96.999100,45.533410,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131931,102.128800,45.533410,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
131932,102.770000,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131933,103.411200,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131937,105.976000,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131938,106.617200,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131939,107.258400,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131940,107.899600,45.533410,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131941,108.540800,45.533410,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
131942,109.182000,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131943,109.823200,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131944,110.464400,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131945,111.105600,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131946,111.746800,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131947,112.388000,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131948,113.029200,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131949,113.670400,45.533410,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
131950,114.311600,45.533410,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
131951,114.952800,45.533410,2,3,3,2,3,2,3,3,0,2,2,3,3,3,2,2,1,3
131952,115.594000,45.533410,2,3,3,2,3,2,3,3,0,2,2,3,3,3,2,2,1,3
131953,116.235200,45.533410,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131954,116.876400,45.533410,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131955,117.517600,45.533410,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131956,118.158800,45.533410,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131957,118.800000,45.533410,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
131958,119.441200,45.533410,2,3,2,2,3,1,0,0,3,2,2,1,2,3,2,3,2,0
131959,120.082400,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131960,120.723600,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131961,121.364800,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131962,122.006000,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131963,122.647200,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131964,123.288400,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131965,123.929600,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131966,124.570800,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131967,125.212000,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131968,125.853200,45.533410,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
131969,126.494400,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131970,127.135600,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131971,127.776800,45.533410,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
131972,128.418000,45.533410,2,3,1,2,3,1,0,1,3,2,2,1,1,3,2,0,1,1
131973,129.059200,45.533410,2,3,1,2,3,1,0,1,3,2,2,1,1,3,2,0,1,1
131974,129.700400,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131975,130.341600,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131976,130.982800,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131977,131.624000,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131978,132.265200,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131979,132.906400,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131980,133.547600,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131981,134.188800,45.533410,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
131982,134.830000,45.533410,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131983,135.471200,45.533410,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
131984,136.112400,45.533410,2,3,2,2,3,1,2,0,3,2,2,2,2,3,2,3,2,0
131985,136.753600,45.533410,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
132443,68.094900,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132444,68.731000,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132445,69.367200,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132446,70.003300,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132447,70.639400,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132448,71.275600,45.084260,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
132449,71.911700,45.084260,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
132450,72.547900,45.084260,2,2,3,1,0,2,1,1,1,2,2,3,3,3,3,2,1,1
132455,75.728600,45.084260,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
132456,76.364700,45.084260,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
132457,77.000800,45.084260,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
132458,77.637000,45.084260,2,2,0,2,3,2,2,2,2,2,2,3,0,3,3,1,2,2
132459,78.273100,45.084260,2,1,3,2,3,2,2,2,2,2,2,3,3,3,0,2,2,2
132460,78.909300,45.084260,2,3,3,2,3,2,2,0,0,2,2,3,3,3,2,2,2,0
132461,79.545400,45.084260,2,3,3,2,3,2,1,3,0,2,2,3,3,3,2,2,1,3
132462,80.181500,45.084260,2,3,3,0,3,2,1,3,0,2,2,3,3,3,2,2,1,3
132463,80.817700,45.084260,2,3,3,2,3,2,1,3,0,2,2,3,3,3,2,2,1,3
132464,81.453800,45.084260,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
132465,82.090000,45.084260,2,3,3,2,3,2,1,1,0,2,2,3,3,3,2,2,1,1
132466,82.726100,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132467,83.362300,45.084260,2,3,3,2,0,2,1,1,0,2,2,3,3,3,2,2,1,1
132468,83.998400,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132469,84.634500,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132470,85.270700,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132471,85.906800,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132472,86.543000,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132473,87.179100,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132474,87.815200,45.084260,2,0,0,2,3,2,2,2,0,2,2,3,0,3,1,1,2,2
132475,88.451400,45.084260,2,0,0,2,3,2,0,2,0,2,2,3,0,3,1,1,2,2
132476,89.087500,45.084260,2,0,0,2,3,2,0,2,0,2,2,3,0,3,1,1,2,2
132477,89.723700,45.084260,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
132478,90.359800,45.084260,2,3,3,2,3,2,3,1,0,2,2,3,3,3,2,2,1,1
132479,90.995900,45.084260,2,3,3,1,0,2,3,3,3,2,2,3,3,3,2,2,1,3
132480,91.632100,45.084260,2,3,3,1,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132481,92.268200,45.084260,2,3,3,1,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132482,92.904400,45.084260,2,3,3,1,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132483,93.540500,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132484,94.176600,45.084260,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
132485,94.812800,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132486,95.448900,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132487,96.085100,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132488,96.721200,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132489,97.357300,45.084260,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
132490,97.993500,45.084260,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
132491,98.629600,45.084260,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
132492,99.265800,45.084260,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,1,3
132493,99.901900,45.084260,2,3,3,2,0,2,3,3,3,2,2,3,3,3,2,2,1,3
132494,100.538000,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132495,101.174200,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132496,101.810300,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132497,102.446500,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132498,103.082600,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132499,103.718800,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132500,104.354900,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132501,104.991000,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132502,105.627200,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132503,106.263300,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132504,106.899500,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132505,107.535600,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132506,108.171700,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132507,108.807900,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132508,109.444000,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132509,110.080200,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132510,110.716300,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132511,111.352400,45.084260,2,3,3,2,3,2,3,1,3,2,2,3,3,3,2,2,1,1
132512,111.988600,45.084260,2,3,3,2,0,2,3,1,3,2,2,3,3,3,2,2,1,1
132520,117.077700,45.084260,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
132521,117.713800,45.084260,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
132522,118.350000,45.084260,2,3,0,2,3,1,0,2,3,2,2,3,0,3,2,1,2,2
132523,118.986100,45.084260,2,3,2,2,3,1,0,0,3,2,2,1,2,3,2,3,2,0
132524,119.622300,45.084260,2,3,2,2,3,1,0,0,3,2,2,1,2,3,2,3,2,0
132525,120.258400,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132526,120.894600,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132527,121.530700,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132528,122.166800,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132529,122.803000,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132530,123.439100,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132531,124.075300,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132532,124.711400,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132533,125.347500,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132534,125.983700,45.084260,2,0,2,2,3,1,2,2,3,2,2,1,2,3,1,3,2,2
132535,126.619800,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132536,127.256000,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132537,127.892100,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132538,128.528200,45.084260,2,3,2,2,3,1,0,2,3,2,2,1,2,3,2,3,2,2
132539,129.164400,45.084260,2,3,1,2,3,1,0,1,3,2,2,1,1,3,2,0,1,1
132540,129.800500,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132541,130.436700,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132542,131.072800,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132543,131.708900,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132544,132.345100,45.084260,2,3,0,2,3,1,2,2,3,2,2,3,0,3,2,1,2,2
132545,132.981200,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132546,133.617400,45.084260,2,3,2,2,3,1,2,2,3,2,2,1,2,3,2,3,2,2
132547,134.253500,45.084260,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
132548,134.889600,45.084260,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
132549,135.525800,45.084260,2,3,2,2,3,1,2,0,3,2,2,1,2,3,2,3,2,0
132550,136.161900,45.084260,2,3,2,2,3,1,2,0,3,2,2,2,2,3,2,3,2,0
133012,68.060600,44.635100,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
133013,68.691800,44.635100,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
133014,69.323000,44.635100,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
133015,69.954200,44.635100,2,2,3,1,0,2,3,1,1,2,2,3,3,3,3,2,1,1
