ORDER	FAMILY	GENUS	SPECIES	HYP	BU	AL	OL	SF	OT	OO	CM	HOD	LOP	LOPT	ETH	Source	
Artiodactyla	Suidae	Propotamochoerus	palaeochoerus	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Artiodactyla	Suidae	Propotamochoerus	wui	1	1	0	0	0	0	0	0	1	0	0	0	photo	
Artiodactyla	Suidae	Sanitherium	indet.	1	1	0	0	0	0	0	0	1	0	0	1		
Artiodactyla	Suidae	Sanitherium	schlagintweiti	1	1	0	0	0	0	0	0	1	0	0	1	photo	
Artiodactyla	Suidae	Sivachoerus	indet.	1	1	0	0	0	0	0	0	1	0	0	1	genus photo	
Artiodactyla	Suidae	Sivachoerus	indicus	1	1	0	0	0	0	0	0	1	0	0	1	genus photo	
Artiodactyla	Suidae	Sivachoerus	prior	1	1	0	0	0	0	0	0	1	0	0	1	genus photo	
Artiodactyla	Suidae	Sivachoerus	sindiensis	1	1	0	0	0	0	0	0	1	0	0	1	photo conohyus sindiensis	
Artiodactyla	Suidae	Sus	indet.	1	1	0	0	0	0	0	0	1	0	0	1	?	
Artiodactyla	Suidae	Tetraconodon	indet.	1	1	0	0	0	0	0	0	1	0	0	1	genus photo	
Artiodactyla	Suidae	Tetraconodon	minor	1	1	0	0	0	0	0	0	1	0	0	1	genus photo	
Artiodactyla	Suidae	Tetraconodon	thailandicus	1	1	0	0	0	0	0	0	1	0	0	1	photo	
Artiodactyla	Tragulidae	Dorcabune	anthracotherioides	1	1	0	0	0	0	0	0	1	1	0	0	by family	
Artiodactyla	Tragulidae	Dorcabune	indet.	1	1	0	0	0	0	0	0	1	1	0	0	by family	
Artiodactyla	Tragulidae	Dorcabune	progressus	1	1	0	0	0	0	0	0	1	1	0	0	by genus publication	
Artiodactyla	Tragulidae	Dorcabune	welcommi	1	1	0	0	0	0	0	0	1	1	0	0		
Artiodactyla	Tragulidae	Dorcatherium	indet.	1	0	1	0	0	0	0	0	1	2	0	0	by family	
Artiodactyla	Tragulidae	Dorcatherium	majus	1	0	1	0	0	0	0	0	1	2	0	0	Farooq et al.	
Artiodactyla	Tragulidae	Dorcatherium	minimus	1	0	1	0	0	0	0	0	1	2	0	0	species photo	
Artiodactyla	Tragulidae	Dorcatherium	minus	1	0	1	0	0	0	0	0	1	2	0	0	https://www.researchgate.net/figure/Dorcatherium-minus-A-PC-GCUF-11-80-rM2-a-occlusal-view-b-lingual-view-c-labial_fig11_260248081	
Artiodactyla	Tragulidae	Dorcatherium	nagrii	1	0	1	0	0	0	0	0	1	2	0	0	species photo	
Artiodactyla	Tragulidae	Dorcatherium	orientale	1	0	1	0	0	0	0	0	1	2	0	0		
Artiodactyla	Tragulidae	Dorcatherium	parvum	1	0	1	0	0	0	0	0	1	2	0	0		
Artiodactyla	Tragulidae	Dorcatherium	progressus	1	0	1	0	0	0	0	0	1	2	0	0	synonym to Dorcabune progressus	
Artiodactyla	Tragulidae	indet.	indet.	1	0	1	0	0	0	0	0	1	2	0	0	?	
Artiodactyla	Tragulidae	Siamotragulus	bugtiensis	1	0	1	0	0	0	0	0	1	2	0	0		
Artiodactyla	Tragulidae	Siamotragulus	haripounchai 	1	0	1	0	0	0	0	0	1	2	0	0		
Artiodactyla	Tragulidae	Siamotragulus	indicus	1	0	1	0	0	0	0	0	1	2	0	0		
Artiodactyla	Tragulidae	Siamotragulus	sanyathanai	1	0	1	0	0	0	0	0	1	2	0	0	photo	
Artiodactyla	Tragulidae	Yunnanotherium	indet.	1	0	1	0	0	0	0	0	1	2	0	0	by genus photo	
Artiodactyla	Tragulidae	Yunnanotherium	simplex	1	0	1	0	0	0	0	0	1	2	0	0	photo in Han 1986	
Hyracoidea	indet.	indet.	indet.	1	0	1	0	0	0	0	0	1	1	2	0	?	
Hyracoidea	Pliohyracidae	Postschizotherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	Chen	
Perissodactyla	Chalicotheriidae	Ancylotherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	by Chen et al.	
Perissodactyla	Chalicotheriidae	Anisodon	grande	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Chalicotheriidae	Anisodon	wuduensis	1	0	1	0	0	0	0	0	1	1	2	0	by genus (acute ectoloph and cusps)	
Perissodactyla	Chalicotheriidae	Chalicotherium	brevirostris	1	0	1	0	0	0	0	0	1	1	2	0	by genus my museums	
Perissodactyla	Chalicotheriidae	Chalicotherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	genus photo	
Perissodactyla	Chalicotheriidae	Hesperotherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	by genus photo	
Perissodactyla	Chalicotheriidae	Huanghotherium	anlungensis	1	0	1	0	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Chalicotheriidae	indet.	indet.	1	0	1	0	0	0	0	0	1	1	2	0	?	
Perissodactyla	Chalicotheriidae	Macrotherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	photo Chen, 2013	
Perissodactyla	Chalicotheriidae	Macrotherium	yuanmouensis	1	0	1	0	0	0	0	0	1	1	2	0	?	
Perissodactyla	Chalicotheriidae	Nestoritherium	fuguense	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Chalicotheriidae	Nestoritherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	by genus pictures	
Perissodactyla	Chalicotheriidae	Phyllotillon	huangheensis	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Chalicotheriidae	Phyllotillon	nariscus	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Chalicotheriidae	Schizotherium	pilgrimi	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Equidae	Anchitherium	aurelianense	1	0	1	0	0	0	0	0	1	1	2	0		
Perissodactyla	Equidae	Anchitherium	gobiensis	1	0	1	0	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Equidae	Anchitherium	indet.	1	0	1	0	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Equidae	Cormohipparion	chiai	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Cormohipparion	weihoense	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Equus	indet.	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Equus	yunnanensis	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Hipparion	chiai	3	0	0	1	0	1	0	1	1	2	0	0		
Perissodactyla	Equidae	Hipparion	chilongensis	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	coelophyes	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	dermatorhinum	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	dongxiangense	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	forstenae	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	fossatum	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	guizhongensis	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	hippidiodus	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	houfenense	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	huangheense	3	0	0	1	0	1	0	1	1	2	0	0		
Perissodactyla	Equidae	Hipparion	indet.	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	insperatum	3	0	0	1	0	1	0	1	1	2	0	0		
Perissodactyla	Equidae	Hipparion	kreugeri	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	parvum	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	pater	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Hipparion	platyodus	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	plocodus	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	ptychodus	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	sp.	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Hipparion	teilhardi	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Hipparion	xizangesis	3	0	0	1	0	1	0	1	1	2	0	0	speciemen photp	
Perissodactyla	Equidae	Hipparion	zandaense	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	indet.	indet.	3	0	0	1	0	1	0	1	1	2	0	0	?	
Perissodactyla	Equidae	Proboscidipparion	pater	3	0	0	1	0	1	0	1	1	2	0	0	by genus	
Perissodactyla	Equidae	Proboscidipparion	sinense	3	0	0	1	0	1	0	1	1	2	0	0	(from sinensis)	
Perissodactyla	Equidae	Sinohippus	robustus	1	0	1	0	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Equidae	Sinohippus	zitteli	1	0	1	0	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Aceratherium	huadeensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Aceratherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Aceratherium	porpani	1	0	1	1	0	0	0	0	1	1	2	0	?	
Perissodactyla	Rhinocerotidae	Acerorhinus	fuguensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	hezhengensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	indet.	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	palaeosinensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	tianzhuense	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	tsaidamensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus publication	
Perissodactyla	Rhinocerotidae	Acerorhinus	yuanmouensis	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Acerorhinus	zernowi	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Alicornops	complanatum	1	0	1	1	0	0	0	0	1	1	2	0	?	
Perissodactyla	Rhinocerotidae	Alicornops	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Alicornops	laogouense	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Aprotodon	fatehjangense	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Aprotodon	lanzhouensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Brachypotherium	fatehjangense	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Brachypotherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Brachypotherium	perimense	1	0	1	1	0	0	0	0	1	1	2	0	?	
Perissodactyla	Rhinocerotidae	Brachypotherium	shanwangensis	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Brachypotherium	sp.	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Bugtirhinus	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Bugtirhinus	praecursor	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Caementodon	oettingenae	1	0	1	1	0	0	0	0	1	1	2	0	Bugtirhinus	
Perissodactyla	Rhinocerotidae	Chilotheridium	indet.	1	0	1	1	0	0	0	0	1	1	2	0	mistake	
Perissodactyla	Rhinocerotidae	Chilotherium	anderssoni	3	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Chilotherium	habereri	2	0	1	1	0	0	0	0	1	1	2	0	photo	
Perissodactyla	Rhinocerotidae	Chilotherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Chilotherium	palaeosinensis	1	0	1	1	0	0	0	0	1	1	2	0	Synonym to A. palaeosinensis	
Perissodactyla	Rhinocerotidae	Chilotherium	sp.	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Chilotherium	wimani	2	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Chilotherium	xizangensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Chilotherium	yunnaensis	1	0	1	1	0	0	0	0	1	1	2	0	?	
Perissodactyla	Rhinocerotidae	Coelodonta	nihowanensis	3	0	0	1	0	1	0	1	1	2	2	0	\N	
Perissodactyla	Rhinocerotidae	Coelodonta	thibetana	3	0	0	1	0	1	0	1	1	2	2	0	Deng 2011	
Perissodactyla	Rhinocerotidae	Diaceratherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Dicerorhinus	abeli	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Dicerorhinus	gwebinensis	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Dicerorhinus	indet.	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Dicerorhinus	ringstroemi	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Dicerorhinus	shahbazi	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Elasmotherium	indet.	3	0	0	1	0	1	0	1	1	2	2	0	\N	
Perissodactyla	Rhinocerotidae	Gaindatherium	browni	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Gaindatherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	gen.	sp.	?	?	?	?	?	?	?	?	?	?	?	?	\N	
Perissodactyla	Rhinocerotidae	Hispanotherium	matritense	3	0	0	1	0	1	0	1	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Hispanotherium	tungurense	3	0	0	1	0	1	0	1	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Hoploaceratherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0	photo	
Perissodactyla	Rhinocerotidae	indet.	indet.	?	?	?	?	?	?	?	?	?	?	?	?		
Perissodactyla	Rhinocerotidae	Iranotherium	morgani	3	0	0	1	0	1	0	1	1	2	2	0	picture my museum	
Perissodactyla	Rhinocerotidae	Lartetotherium	cixianensis	1	0	1	1	0	0	0	0	1	1	2	0	Dicerohinus	
Perissodactyla	Rhinocerotidae	Ningxiatherium	euryrhinus	3	0	0	1	0	1	0	1	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Ningxiatherium	longirhinus	3	0	0	1	0	1	0	1	1	1	2	0	species photo	
Perissodactyla	Rhinocerotidae	Parelasmotherium	indet.	3	0	0	1	0	1	0	1	1	2	2	0	?	
Perissodactyla	Rhinocerotidae	Parelasmotherium	linxiaense	3	0	0	1	0	1	0	1	1	2	2	0	by genus	
Perissodactyla	Rhinocerotidae	Parelasmotherium	simplum	3	0	0	1	0	1	0	1	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Plesiaceratherium	gracile	1	0	1	1	0	0	0	0	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Plesiaceratherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Plesiaceratherium	naricum	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Plesiaceratherium	shanwangensis	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Pleuroceros	blanfordi	1	0	1	1	0	0	0	0	1	1	2	0	Acerothrium	
Perissodactyla	Rhinocerotidae	Procoelodonta	mongoliense	3	0	0	1	0	1	0	1	1	1	2	0	\N	
Perissodactyla	Rhinocerotidae	Protaceratherium	indet.	1	0	1	1	0	0	0	0	1	1	2	0		
Perissodactyla	Rhinocerotidae	Rhinoceros	indet.	2	0	1	1	0	0	0	0	1	1	2	0	by genus present day	
Perissodactyla	Rhinocerotidae	Shansirhinus	ringstromi	2	0	1	1	0	0	0	0	1	1	2	0	publication	
Perissodactyla	Rhinocerotidae	Sinotherium	indet.	3	0	0	1	0	1	0	1	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Sinotherium	lagrelii	3	0	0	1	0	1	0	1	1	1	2	0	similar to Parelasmotherium	
Perissodactyla	Rhinocerotidae	Stephanorhinus	orientalis	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Stephanorhinus	ringstroemi	1	0	1	1	0	0	0	0	1	1	2	0	by genus	
Perissodactyla	Rhinocerotidae	Subchilotherium	intermedium	1	0	1	1	0	0	0	0	1	1	2	0	by family	
Perissodactyla	Rhinocerotidae	Tesselodon	fangxianensis	3	0	1	1	0	0	0	0	1	2	2	0	\N	
Perissodactyla	Rhinocerotina	indet.	indet.	3	0	0	1	0	1	0	1	1	2	2	0	"Coelodonta 	thibetana in Zanda "	
Perissodactyla	Tapiridae	Palaeotapirus	xiejiaheensis	1	0	1	0	0	0	0	0	1	0	2	0		
Perissodactyla	Tapiridae	Plesiotapirus	yagii	1	0	1	0	0	0	0	0	1	0	2	0		
Perissodactyla	Tapiridae	Tapirus	hezhengensis	1	0	1	0	0	0	0	0	1	0	2	0	by genus	
Perissodactyla	Tapiridae	Tapirus	indet.	1	0	1	0	0	0	0	0	1	0	2	0	by genus	
Perissodactyla	Tapiridae	Tapirus	yunnanensis	1	0	1	0	0	0	0	0	1	0	2	0	by genus	
Primates	Adapidae	Sinoadapis	carnosus	1	1	0	0	0	0	0	0	1	0	0	0	tribe Qi 1998	
Primates	Adapidae	Sinoadapis	parvus	1	1	0	0	0	0	0	0	1	0	0	0	tribe Qi 1998	
Primates	Adapidae	Sinoadapis	shihuibaensis	1	1	0	0	0	0	0	0	1	0	0	0	tribe Qi 1998	
Primates	Adapidae	Sivaladapis	palaeindicus	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Catarrhini	Kansupithecus	indet.	1	1	0	0	0	0	0	0	1	0	0	0		
Primates	Cercopithecidae	Mesopithecus	pentelicus	1	1	0	0	0	0	0	0	1	0	0	0	Koufos	
Primates	Cercopithecidae	Trachypithecus	indet.	1	1	0	0	0	0	0	0	1	0	0	0	by genus present day AL 50:50	
Primates	Crouzeliidae	Fanchangia	jini	1	1	0	0	0	0	0	0	1	0	0	0		
Primates	Crouzeliidae	Laccopithecus	robustus	1	1	0	0	0	0	0	0	1	0	0	0	genus	
Primates	Dionysopithecidae	Dionysopithecus	shuangouensis	1	1	0	0	0	0	0	0	1	0	0	0		
Primates	Dionysopithecidae	Platodontopithecus	jianghuaiensis	1	1	0	0	0	0	0	0	1	0	0	0		
Primates	Hominidae	Dryopithecus	keiyuanensis	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Hominidae	Dryopithecus	wuduensis	1	1	0	0	0	0	0	0	1	0	0	0	genus	
Primates	Hominidae	Khoratpithecus	ayeyarwadyensis	1	1	0	0	0	0	0	0	1	0	0	0	by genus pictures	
Primates	Hominidae	Khoratpithecus	piriyai	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Lufengpithecus	chiangmuanensis	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Lufengpithecus	hudienensis	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Lufengpithecus	indet.	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Lufengpithecus	keiyuanensis	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Hominidae	Lufengpithecus	lufengensis	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Sivapithecus	indicus	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Sivapithecus	lufengensis	1	1	0	0	0	0	0	0	1	0	0	0	genus	
Primates	Hominidae	Sivapithecus	punjabicus	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Sivapithecus	simonsi	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Hominidae	Sivapithecus	sivalensis	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Hominidae	Yuanmoupithecus	indet.	1	1	0	0	0	0	0	0	1	0	0	0	?	
Primates	Lorisidae	Nycticebus	linglom 	1	1	0	0	0	0	0	0	1	0	0	0		
Primates	Pliopithecidae	Pliopithecus	bii	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Pliopithecidae	Pliopithecus	indet.	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Sivaladapidae	Siamoadapis	maemohensis	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Tarsiidae	Tarsius	sirindhornae	1	1	0	0	0	0	0	0	1	0	0	0	\N	
Primates	Tarsiidae	Tarsius	thailandicus	1	1	0	0	0	0	0	0	1	0	0	0		
Proboscidea	Deinotheriidae	Deinotherium	indet.	1	0	1	0	0	0	0	0	1	0	2	0		
Proboscidea	Deinotheriidae	Deinotherium	indicum	1	0	1	0	0	0	0	0	1	0	2	0	photo	
Proboscidea	Deinotheriidae	Deinotherium	sindiense	1	0	1	0	0	0	0	0	1	0	2	0	\N	
Proboscidea	Deinotheriidae	Prodeinotherium	indet.	1	0	1	0	0	0	0	0	1	0	2	0	\N	
Proboscidea	Deinotheriidae	Prodeinotherium	pentapotamiae	1	0	1	0	0	0	0	0	1	0	2	0	photo	
Proboscidea	Deinotheriidae	Prodeinotherium	sp.	1	0	1	0	0	0	0	0	1	0	2	0	\N	
Proboscidea	Elephantidae	Elephas	indet.	3	0	0	1	0	1	0	1	3	0	3	0	?	
Proboscidea	Elephantidae	Elephas	planifrons	3	0	0	1	0	1	0	1	3	0	3	0	photo	
Proboscidea	Elephantidae	Mammuthus	indet.	3	0	0	1	0	1	0	1	3	0	3	0	\N	
Proboscidea	Elephantidae	Stegotetrabelodon	primitivum	1	0	0	1	0	0	0	0	3	0	3	0	Gomphotherium like	
Proboscidea	Gomphotheriidae	Amebelodon	indet.	1	1	0	0	0	0	0	0	3	0	0	1	by genus online pictures plus by family	
Proboscidea	Gomphotheriidae	Anancus	khetpuraliensis	1	1	0	0	0	0	0	0	3	0	0	1	?	
Proboscidea	Gomphotheriidae	Anancus	sinensis	1	1	0	0	0	0	0	0	3	0	0	1	photo	
Proboscidea	Gomphotheriidae	Archaeobelodon	indet.	1	1	0	0	0	0	0	0	3	0	0	1		
Proboscidea	Gomphotheriidae	Choerolophodon	corrugatus	1	1	0	0	0	0	0	0	2	0	0	1	photo	
Proboscidea	Gomphotheriidae	Choerolophodon	indet.	1	1	0	0	0	0	0	0	2	0	0	1		
Proboscidea	Gomphotheriidae	Gomphotherium	browni	1	1	0	0	0	0	0	0	2	0	0	1	photo	
Proboscidea	Gomphotheriidae	Gomphotherium	connexum	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Gomphotherium	cooperi	1	1	0	0	0	0	0	0	2	0	0	1		
Proboscidea	Gomphotheriidae	Gomphotherium	indet.	1	1	0	0	0	0	0	0	2	0	0	1	by genus online pictures plus by family	
Proboscidea	Gomphotheriidae	Gomphotherium	macrognathus	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Gomphotherium	steinheimense	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Gomphotherium	subtapiroideum	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Gomphotherium	wimani	1	1	0	0	0	0	0	0	2	0	0	1	photo	
Proboscidea	Gomphotheriidae	indet.	indet.	1	1	0	0	0	0	0	0	2	0	0	1	?	
Proboscidea	Gomphotheriidae	Paratetralophodon	hasnotensis	1	0	0	1	0	0	0	0	3	0	3	1	tetralophodont	
Proboscidea	Gomphotheriidae	Platybelodon	dangheensis	1	1	0	0	0	0	0	0	2	0	0	1		
Proboscidea	Gomphotheriidae	Platybelodon	danovi	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Platybelodon	grangeri	1	1	0	0	0	0	0	0	2	0	0	1	by genus online pictures plus by family	
Proboscidea	Gomphotheriidae	Platybelodon	indet.	1	1	0	0	0	0	0	0	2	0	0	1	by genus online pictures plus by family	
Proboscidea	Gomphotheriidae	Protanancus	chinjiensis	1	1	0	0	0	0	0	0	2	0	0	1	\N	
Proboscidea	Gomphotheriidae	Rhynchotherium	huananensis	1	1	0	0	0	0	0	0	2	0	0	1	picture	
Proboscidea	Gomphotheriidae	Selenolophodon	spectabilis	1	1	0	0	0	0	0	0	2	0	0	1	Platybelodon	
Proboscidea	Gomphotheriidae	Sinomastodon	indet.	1	1	0	0	0	0	0	0	2	0	0	1	by genus pictures	
Proboscidea	Gomphotheriidae	Tetralophodon	exoletus	1	0	0	1	0	0	0	0	3	0	3	1	by genus online pictures	
Proboscidea	Gomphotheriidae	Tetralophodon	indet.	1	0	0	1	0	0	0	0	3	0	3	1	by genus online pictures	
Proboscidea	Gomphotheriidae	Tetralophodon	xiaohensis	1	0	0	1	0	0	0	0	3	0	3	1	?	
Proboscidea	Gomphotheriidae	Tetralophodon	xiaolongtanensis	1	0	0	1	0	0	0	0	3	0	3	1	\N	
Proboscidea	indet.	indet.	indet.	?	?	?	?	?	?	?	?	?	?	?	?		
Proboscidea	Mammutidae	Mammut	borsoni	1	0	0	1	0	0	0	0	2	0	3	0	Codrea and Diaconu	
Proboscidea	Mammutidae	Mammut	zhepengensis	1	0	0	1	0	0	0	0	2	0	3	0	genus photo	
Proboscidea	Mammutidae	Miomastodon	gobiensis	1	0	0	1	0	0	0	0	2	0	3	0	\N	
Proboscidea	Mammutidae	Miomastodon	indet.	1	0	0	1	0	0	0	0	2	0	3	0	\N	
Proboscidea	Mammutidae	Miomastodon	metachinjiensis	1	0	0	1	0	0	0	0	2	0	3	0		
Proboscidea	Mammutidae	Miomastodon	tongxinensis	1	0	0	1	0	0	0	0	2	0	3	0	Wang et al., 2020. Reappraisal of Serridentinus gobiensis Osborn & Granger and Miomastodon tongxinensis Chen: the validity of Miomastodon	
Proboscidea	Mammutidae	Zygolophodon	chinjiensis	1	0	0	1	0	0	0	0	2	0	3	0	\N	
Proboscidea	Mammutidae	Zygolophodon	indet.	1	0	0	1	0	0	0	0	2	0	3	0	by genus online pictures	
Proboscidea	Mammutidae	Zygolophodon	lufengensis	1	0	0	1	0	0	0	0	2	0	3	0	by genus online pictures	
Proboscidea	Mammutidae	Zygolophodon	nemonguensis	1	0	0	1	0	0	0	0	2	0	3	0	\N	
Proboscidea	Mastodontidae	indet.	indet.	1	0	0	1	0	0	0	0	2	0	3	0		
Proboscidea	Stegodontidae	Stegodon	banguoensis	1	0	1	0	0	0	0	0	3	0	3	0	picture	
